id,x,y,z,seq_id
89,368250.8492,143957.5634,0,1
90,368266.0619,143968.6449,0,0
90,368238.1467,143971.1315,0,1
91,368266.0464,143972.1449,0,0
91,368238.2813,143974.6289,0,1
92,369247.157,143969.09,0,0
92,369223.7115,143971.0629,0,1
93,369246.9619,143972.5845,0,0
93,369223.696,143974.5629,0,1
94,369247.3521,143965.5954,0,0
94,369248.2027,143961.5194,0,1
95,371859.8972,144123.08,0,0
95,371862.1487,144131.8286,0,1
96,371860.4347,144119.6215,0,0
96,371895.2784,144106.1385,0,1
97,371860.9722,144116.163,0,0
97,371892.2304,144105.1638,0,1
98,371735.7632,144741.1304,0,0
98,371742.3581,144759.376,0,1
99,371738.649,144739.7475,0,0
99,371745.3585,144757.5739,0,1
100,371735.7632,144741.1304,0,0
100,371727.0706,144746.7469,0,1
101,371884.8987,144102.3119,0,0
101,371864.9975,144133.2861,0,1
102,371881.837,144101.3813,0,0
102,371863.9385,144104.5371,0,1
103,371250.5977,143528.2075,0,0
103,371237.1726,143548.8254,0,1
104,371250.5977,143528.2075,0,0
104,371241.5682,143521.8898,0,1
105,371973.5749,143500.1574,0,0
105,371953.1478,143516.2674,0,1
106,371973.7409,143497.162,0,0
106,371947.4216,143492.0082,0,1
107,371973.7409,143497.162,0,0
107,371967.0642,143483.8488,0,1
108,371952.6215,143483.8235,0,0
108,371949.9523,143516.0982,0,1
109,371952.6215,143483.8235,0,0
109,371947.4216,143492.0082,0,1
110,371955.8212,143483.7806,0,0
110,371971.6961,143505.084,0,1
111,371919.0312,141536.303,0,0
111,371925.334,141540.4485,0,1
112,371918.1064,141533.2395,0,0
112,371943.6786,141510.3294,0,1
113,371343.3673,141708.4949,0,0
113,371375.3393,141701.5576,0,1
114,371342.3596,141705.4577,0,0
114,371362.971,141682.0954,0,1
115,370483.976,142737.342,0,0
115,370480.7244,142768.6381,0,1
116,370487.476,142737.3463,0,0
116,370508.4806,142758.5019,0,1
117,370480.476,142737.3399,0,0
117,370476.4421,142743.5287,0,1
118,370478.5646,141970.1791,0,0
118,370511.6348,141982.853,0,1
119,370476.4586,141972.9746,0,0
119,370484.4116,142000.244,0,1
120,370474.3543,141975.7714,0,0
120,370473.1346,141986.337,0,1
121,368594.4642,141372.5436,0,0
121,368562.1407,141381.4257,0,1
122,368595.4625,141375.8982,0,0
122,368563.7789,141384.5186,0,1
123,368596.4609,141379.2528,0,0
123,368589.6963,141403.4084,0,1
124,368594.4642,141372.5436,0,0
124,368581.3878,141370.2935,0,1
125,369493.2359,141105.5012,0,0
125,369486.5441,141135.2686,0,1
126,369488.4968,141100.3494,0,0
126,369461.7424,141113.8324,0,1
127,369490.8663,141102.9253,0,0
127,369462.7408,141117.187,0,1
128,369493.2359,141105.5012,0,0
128,369463.7392,141120.5416,0,1
129,369140.7736,140198.739,0,0
129,369150.243,140186.3349,0,1
130,369137.5819,140198.5086,0,0
130,369112.2217,140172.3814,0,1
131,368297.6884,140788.3489,0,0
131,368312.7382,140791.7427,0,1
132,368297.6884,140788.3489,0,0
132,368331.1005,140780.3906,0,1
133,368296.8756,140784.9446,0,0
133,368331.1466,140777.191,0,1
134,368296.8756,140784.9446,0,0
134,368316.3711,140758.5566,0,1
135,367244.5614,141796.7276,0,0
135,367217.445,141805.4231,0,1
136,367618.8094,140959.8452,0,0
136,367620.9411,140951.2883,0,1
137,367618.8094,140959.8452,0,0
137,367611.4421,140925.1588,0,1
138,366653.6858,140796.8211,0,0
138,366629.1045,140824.859,0,1
139,366653.6858,140796.8211,0,0
139,366633.8573,140797.9221,0,1
140,366090.8039,140272.0948,0,0
140,366082.7087,140291.2871,0,1
141,368306.7467,140757.3897,0,0
141,368312.7382,140791.7427,0,1
142,368309.946,140757.4569,0,0
142,368315.6673,140790.4542,0,1
143,368309.946,140757.4569,0,0
143,368331.1466,140777.191,0,1
144,368306.7467,140757.3897,0,0
144,368297.2271,140772.6183,0,1
145,368518.7204,139647.6117,0,0
145,368498.0278,139627.4333,0,1
146,368521.7116,139648.7486,0,0
146,368520.3888,139617.1244,0,1
147,368521.7116,139648.7486,0,0
147,368530.8052,139639.5347,0,1
148,368503.1994,139616.8785,0,0
148,368503.9991,139646.4228,0,1
149,368503.1994,139616.8785,0,0
149,368498.0179,139624.6333,0,1
150,368506.1785,139615.7103,0,0
150,368530.8995,139636.3361,0,1
151,368499.3356,139641.2376,0,0
151,368503.9991,139646.4228,0,1
152,368499.3057,139638.4377,0,0
152,368517.3988,139618.2644,0,1
153,368499.3356,139641.2376,0,0
153,368530.8052,139639.5347,0,1
154,368309.6448,140160.9101,0,0
154,368318.7202,140169.5702,0,1
155,368309.5328,140157.9122,0,0
155,368333.4348,140137.9118,0,1
156,368309.6448,140160.9101,0,0
156,368341.5677,140159.575,0,1
157,369798.0347,140207.7709,0,0
157,369806.4132,140217.8805,0,1
158,369798.1426,140204.5728,0,0
158,369819.5206,140184.3987,0,1
159,369824.8658,140776.6679,0,0
159,369819.4332,140795.534,0,1
160,369828.0641,140776.5643,0,0
160,369850.1254,140787.1022,0,1
161,369853.5718,139688.8283,0,0
161,369834.7276,139665.8481,0,1
162,369856.7638,139689.0537,0,0
162,369862.9231,139678.6555,0,1
163,369856.7638,139689.0537,0,0
163,369853.0209,139656.9905,0,1
164,369853.5718,139688.8283,0,0
164,369849.8211,139657.0251,0,1
165,368530.3607,139627.2256,0,0
165,368506.9969,139647.5423,0,1
166,368530.4614,139624.0272,0,0
166,368498.0179,139624.6333,0,1
167,368530.4614,139624.0272,0,0
167,368520.3888,139617.1244,0,1
168,369840.7271,139655.8599,0,0
168,369834.8284,139662.6497,0,1
169,369840.7271,139655.8599,0,0
169,369840.7796,139687.8976,0,1
170,369843.9265,139655.7977,0,0
170,369843.9726,139688.1086,0,1
171,369843.9265,139655.7977,0,0
171,369863.0181,139675.8571,0,1
172,369860.8583,139666.8353,0,0
172,369834.8284,139662.6497,0,1
173,369860.7547,139669.6333,0,0
173,369843.9726,139688.1086,0,1
174,369860.8583,139666.8353,0,0
174,369853.0209,139656.9905,0,1
175,371227.0516,139731.5061,0,0
175,371201.5416,139717.6987,0,1
176,371230.1407,139730.6712,0,0
176,371232.8404,139713.0821,0,1
177,372740.0764,140078.1296,0,0
177,372787.8875,140066.9465,0,1
178,372739.0982,140074.769,0,0
178,372787.2893,140063.498,0,1
179,372741.0545,140081.4901,0,0
179,372753.2218,140089.7284,0,1
180,371077.7233,140586.7531,0,0
180,371090.6135,140590.8293,0,1
181,371077.7233,140586.7531,0,0
181,371107.7868,140581.353,0,1
182,371077.1467,140583.3009,0,0
182,371106.6394,140578.0465,0,1
183,371076.5701,140579.8487,0,0
183,371105.4919,140574.7399,0,1
184,371347.0013,141681.9878,0,0
184,371374.4145,141698.4941,0,1
185,371343.8014,141682.01,0,0
185,371338.6204,141696.2272,0,1
186,371410.0718,140468.3921,0,0
186,371422.8828,140450.6971,0,1
187,371412.3668,140475.0052,0,0
187,371443.699,140463.4585,0,1
188,371411.2193,140471.6987,0,0
188,371442.7208,140460.0979,0,1
189,371412.3668,140475.0052,0,0
189,371423.6397,140480.2636,0,1
190,371440.2954,140465.831,0,0
190,371425.972,140449.8623,0,1
191,371438.3092,140468.34,0,0
191,371422.8828,140450.6971,0,1
192,371440.2954,140465.831,0,0
192,371443.699,140463.4585,0,1
193,371438.3092,140468.34,0,0
193,371408.5495,140465.378,0,1
194,370476.3043,142756.3678,0,0
194,370477.265,142768.1067,0,1
195,370476.3043,142756.3678,0,0
195,370508.5228,142761.7016,0,1
196,370476.5552,142753.1776,0,0
196,370498.0382,142738.4326,0,1
197,369227.2479,143958.6277,0,0
197,369223.7269,143967.5629,0,1
198,369229.9154,143960.3953,0,0
198,369246.197,143976.5525,0,1
199,370465.5304,144023.4089,0,0
199,370460.9909,144055.5507,0,1
200,370468.9929,144023.9201,0,0
200,370464.5895,144055.6502,0,1
201,370465.5304,144023.4089,0,0
201,370456.483,144028.3402,0,1
202,370472.4551,144024.4335,0,0
202,370493.8862,144045.1473,0,1
203,370508.0579,142753.9142,0,0
203,370484.1835,142769.1717,0,1
204,370508.0137,142750.7145,0,0
204,370476.4421,142743.5287,0,1
205,370508.0137,142750.7145,0,0
205,370505.0382,142738.426,0,1
206,371039.6937,143899.3798,0,0
206,371040.1799,143909.0833,0,1
207,371005.669,143572.4244,0,0
207,371023.7231,143575.4565,0,1
208,365426.2607,139843.3158,0,0
208,365460.5539,139842.9923,0,1
209,365426.2607,139843.3158,0,0
209,365431.4524,139862.0616,0,1
210,365760.4977,141673.7473,0,0
210,365765.8144,141671.1263,0,1
211,365757.9419,141672.1763,0,0
211,365754.0327,141643.1339,0,1
212,365760.4977,141673.7473,0,0
212,365776.8646,141646.1125,0,1
213,371881.4422,144135.4469,0,0
213,371863.3828,144107.9927,0,1
214,371884.2975,144136.8917,0,0
214,371895.2784,144106.1385,0,1
215,371962.12,143514.1754,0,0
215,371947.573,143495.2046,0,1
216,371965.3157,143514.3401,0,0
216,371971.5285,143508.0794,0,1
217,371965.3157,143514.3401,0,0
217,371967.0642,143483.8488,0,1
218,371243.5082,143548.5989,0,0
218,371244.5682,143521.8898,0,1
219,371243.5082,143548.5989,0,0
219,371250.5057,143545.2481,0,1
220,370934.7886,144061.9875,0,0
220,370925.2206,144061.4818,0,1
221,370934.5615,144065.4801,0,0
221,370924.9935,144064.9744,0,1
222,370934.3344,144068.9727,0,0
222,370924.7664,144068.4671,0,1
223,365455.73,139833.1093,0,0
223,365431.4524,139862.0616,0,1
224,365457.6863,139835.3837,0,0
224,365434.393,139862.6556,0,1
225,365455.73,139833.1093,0,0
225,365436.0642,139835.2329,0,1
226,371224.565,139703.0438,0,0
226,371201.6384,139714.9003,0,1
227,371226.3288,139705.2184,0,0
227,371218.2839,139738.4602,0,1
228,371411.5159,140453.3524,0,0
228,371441.7427,140456.7374,0,1
229,371408.4262,140454.1854,0,0
229,371406.3317,140458.7386,0,1
230,371408.4262,140454.1854,0,0
230,371423.6397,140480.2636,0,1
231,371411.5159,140453.3524,0,0
231,371425.6522,140477.7757,0,1
232,371435.2394,140447.1727,0,0
232,371425.972,140449.8623,0,1
233,371435.2394,140447.1727,0,0
233,371406.3317,140458.7386,0,1
234,371436.2487,140450.524,0,0
234,371407.4406,140462.0583,0,1
235,371437.2581,140453.8752,0,0
235,371425.6522,140477.7757,0,1
236,371108.7837,140568.0552,0,0
236,371093.4639,140589.3748,0,1
237,371106.5659,140561.4158,0,0
237,371073.1559,140569.6991,0,1
238,371107.6748,140564.7355,0,0
238,371073.7293,140573.1519,0,1
239,371927.3214,141507.3515,0,0
239,371925.334,141540.4485,0,1
240,371930.5195,141507.462,0,0
240,371928.5337,141540.4056,0,1
241,371927.3214,141507.3515,0,0
241,371916.1904,141523.2275,0,1
242,371234.0322,143521.677,0,0
242,371234.178,143548.6461,0,1
243,371237.0321,143521.6496,0,0
243,371250.3512,143542.0518,0,1
244,371944.846,143511.6903,0,0
244,371949.9523,143516.0982,0,1
245,371944.846,143511.6903,0,0
245,371971.5285,143508.0794,0,1
246,371944.6915,143508.494,0,0
246,371963.8643,143483.8783,0,1
247,372342.1974,143528.5853,0,0
247,372343.4903,143516.9485,0,1
248,372342.365,143525.59,0,0
248,372343.3243,143519.944,0,1
249,371945.4838,141540.3507,0,0
249,371946.8742,141510.4967,0,1
250,371942.2839,141540.3802,0,0
250,371943.6786,141510.3294,0,1
251,371942.2839,141540.3802,0,0
251,371917.1138,141526.2914,0,1
252,371369.7534,141688.3008,0,0
252,371338.6204,141696.2272,0,1
253,371370.6769,141691.3646,0,0
253,371339.6456,141699.2585,0,1
254,371369.7534,141688.3008,0,0
254,371366.1708,141682.1253,0,1
255,370510.9781,141980.0844,0,0
255,370487.9116,142000.2483,0,1
256,370509.9529,141977.053,0,0
256,370489.3684,141962.3099,0,1
257,370509.9529,141977.053,0,0
257,370473.1346,141986.337,0,1
258,371107.6447,140585.4825,0,0
258,371107.7868,140581.353,0,1
259,371104.817,140586.9805,0,0
259,371074.3026,140576.6046,0,1
260,369850.1784,140774.8497,0,0
260,369819.4332,140795.534,0,1
261,369850.7518,140778.3024,0,0
261,369821.8028,140798.1099,0,1
262,369851.3251,140781.7551,0,0
262,369824.1723,140800.6858,0,1
263,369850.1784,140774.8497,0,0
263,369841.0983,140775.6162,0,1
264,369808.3157,140184.0502,0,0
264,369806.4132,140217.8805,0,1
265,369811.5087,140184.2612,0,0
265,369809.6115,140217.7769,0,1
266,369808.3157,140184.0502,0,0
266,369799.7226,140191.1481,0,1
267,369823.609,140217.8255,0,0
267,369822.7126,140184.6241,0,1
268,369820.4103,140217.9197,0,0
268,369819.5206,140184.3987,0,1
269,369820.4103,140217.9197,0,0
269,369799.6156,140194.3463,0,1
270,368340.9282,140148.3308,0,0
270,368321.9195,140169.6374,0,1
271,368341.034,140145.1325,0,0
271,368336.4261,140139.0487,0,1
272,368341.034,140145.1325,0,0
272,368309.3586,140146.3341,0,1
273,369839.0635,140804.7818,0,0
273,369851.2787,140794.0066,0,1
274,369836.7003,140802.2001,0,0
274,369850.7021,140790.5544,0,1
275,369834.3371,140799.6184,0,0
275,369837.8997,140775.7104,0,1
276,369494.6714,141127.646,0,0
276,369463.7392,141120.5416,0,1
277,369497.6501,141125.8081,0,0
277,369498.5232,141112.9316,0,1
278,369469.9935,141133.0515,0,0
278,369483.5191,141137.0291,0,1
279,369470.9612,141136.415,0,0
279,369500.8864,141115.5133,0,1
280,369469.9935,141133.0515,0,0
280,369498.5232,141112.9316,0,1
281,369469.0258,141129.6879,0,0
281,369496.16,141110.3499,0,1
282,367373.8391,144008.4262,0,0
282,367347.2661,144038.0152,0,1
283,367373.5701,144001.4314,0,0
283,367331.3854,144001.8055,0,1
284,367373.7046,144004.9288,0,0
284,367331.249,144005.3029,0,1
285,367367.5047,144039.0378,0,0
285,367369.9292,144020.6777,0,1
286,367364.3085,144039.1941,0,0
286,367331.1127,144008.8002,0,1
287,366370.4542,143969.6704,0,0
287,366327.6929,143973.0522,0,1
288,366370.3179,143973.1677,0,0
288,366329.8302,143975.8239,0,1
289,366370.5906,143966.1731,0,0
289,366354.232,143956.3157,0,1
290,366298.0449,142956.8278,0,0
290,366302.8393,142950.5731,0,1
291,366294.8496,142957.0014,0,0
291,366274.1366,142945.023,0,1
292,366298.0449,142956.8278,0,0
292,366297.8213,142928.5076,0,1
293,366334.7376,143992.1038,0,0
293,366357.5173,143987.1857,0,1
294,366332.6234,143989.3145,0,0
294,366357.6512,143983.6883,0,1
295,366330.5092,143986.5252,0,0
295,366351.0367,143956.4893,0,1
296,365997.6723,144221.7826,0,0
296,366029.5524,144215.5419,0,1
297,365995.6157,144224.2342,0,0
297,366010.1308,144238.1833,0,1
298,364794.5566,143695.8611,0,0
298,364771.4947,143723.7533,0,1
299,364794.3453,143692.668,0,0
299,364778.8421,143689.1065,0,1
300,365349.3997,143646.7391,0,0
300,365341.8067,143672.293,0,1
301,365347.3678,143644.532,0,0
301,365322.7465,143657.3672,0,1
302,364671.0643,143042.5837,0,0
302,364645.4564,143034.447,0,1
303,364670.8768,143045.5778,0,0
303,364608.1784,143066.7702,0,1
304,364798.1152,140937.4584,0,0
304,364799.4656,140956.7221,0,1
305,364798.2304,140940.6563,0,0
305,364799.5434,140953.5231,0,1
306,366015.5244,141435.03,0,0
306,366028.589,141404.095,0,1
307,366013.5411,141432.779,0,0
307,366025.5907,141403.9952,0,1
308,366015.5244,141435.03,0,0
308,366039.7747,141428.8104,0,1
309,365775.1611,141665.6184,0,0
309,365748.3329,141665.2907,0,1
310,365777.4246,141663.3564,0,0
310,365756.4607,141641.0495,0,1
311,365777.4246,141663.3564,0,0
311,365776.8646,141646.1125,0,1
312,366309.987,142193.6273,0,0
312,366287.4839,142204.4132,0,1
313,366311.4233,142190.7678,0,0
313,366289.4173,142173.7579,0,1
314,366309.987,142193.6273,0,0
314,366287.1538,142176.0199,0,1
315,366301.913,142206.2949,0,0
315,366305.4664,142202.579,0,1
316,366298.7131,142206.2707,0,0
316,366287.1538,142176.0199,0,1
317,366303.362,142941.0782,0,0
317,366286.0995,142959.2346,0,1
318,366303.6699,142938.094,0,0
318,366272.4867,142942.5175,0,1
319,366303.6699,142938.094,0,0
319,366297.8213,142928.5076,0,1
320,367340.0773,143040.486,0,0
320,367332.4262,143042.2704,0,1
321,367340.0773,143040.486,0,0
321,367348.0682,143067.2502,0,1
322,367343.4965,143039.7383,0,0
322,367350.5532,143064.7855,0,1
323,367346.9157,143038.9905,0,0
323,367353.0383,143062.3209,0,1
324,368237.9859,143963.3982,0,0
324,368238.0122,143967.634,0,1
325,368240.4709,143960.9336,0,0
325,368265.6198,143980.4606,0,1
326,368242.956,143958.4689,0,0
326,368265.6321,143976.9606,0,1
327,369221.087,143986.7113,0,0
327,369245.809,143983.5417,0,1
328,369221.0993,143983.2113,0,0
328,369246.003,143980.0471,0,1
329,369221.1116,143979.7113,0,0
329,369245.5543,143959.7232,0,1
330,369899.771,144019.4332,0,0
330,369910.8665,144020.0421,0,1
331,369899.965,144015.9386,0,0
331,369911.0605,144016.5475,0,1
332,369900.159,144012.4439,0,0
332,369911.2545,144013.0529,0,1
333,369913.6241,142720.7558,0,0
333,369919.135,142712.8864,0,1
334,369910.4293,142720.5736,0,0
334,369912.2673,142689.6461,0,1
335,369910.4293,142720.5736,0,0
335,369886.7386,142698.5336,0,1
336,370501.2947,142772.2127,0,0
336,370508.5228,142761.7016,0,1
337,370494.3657,142771.2182,0,0
337,370476.1718,142746.7172,0,1
338,370497.8297,142771.7187,0,0
338,370501.5382,142738.4325,0,1
339,369920.6578,142700.6858,0,0
339,369895.9746,142719.7556,0,1
340,369920.9281,142697.4973,0,0
340,369912.2673,142689.6461,0,1
341,369920.9281,142697.4973,0,0
341,369886.6458,142695.3349,0,1
342,369920.6578,142700.6858,0,0
342,369886.7386,142698.5336,0,1
343,370503.6628,141999.6211,0,0
343,370512.6426,141985.8901,0,1
344,370500.1628,141999.6276,0,0
344,370487.2029,141965.0595,0,1
345,370496.6628,141999.6278,0,0
345,370474.1373,141989.3771,0,1
346,370133.0362,142108.9404,0,0
346,370108.1827,142109.9789,0,1
347,370134.1196,142111.9514,0,0
347,370107.4803,142113.1009,0,1
348,369703.8804,142019.8299,0,0
348,369682.6623,142006.2796,0,1
349,369703.178,142022.9519,0,0
349,369680.9491,142008.9824,0,1
350,368595.9112,141396.1103,0,0
350,368565.4171,141387.6116,0,1
351,368597.5808,141393.3804,0,0
351,368599.437,141388.9367,0,1
352,368597.5808,141393.3804,0,0
352,368581.3878,141370.2935,0,1
353,368569.6414,141397.2488,0,0
353,368588.0189,141406.1336,0,1
354,368569.6414,141397.2488,0,0
354,368599.437,141388.9367,0,1
355,368567.9977,141394.1588,0,0
355,368598.4693,141385.5731,0,1
356,368566.3539,141391.0688,0,0
356,368578.4556,141371.575,0,1
357,369286.1138,142713.1391,0,0
357,369282.8585,142701.3243,0,1
358,369286.2066,142716.3377,0,0
358,369265.6118,142726.7298,0,1
359,369267.2453,142699.1767,0,0
359,369287.0879,142720.7083,0,1
360,369264.0576,142699.4571,0,0
360,369262.5683,142725.7413,0,1
361,367459.5284,142296.4219,0,0
361,367435.1145,142294.8272,0,1
362,367462.303,142294.8277,0,0
362,367465.2703,142284.4314,0,1
363,367462.303,142294.8277,0,0
363,367444.1486,142268.5926,0,1
364,367443.7028,142302.5805,0,0
364,367451.2916,142301.2976,0,1
365,367443.7028,142302.5805,0,0
365,367465.2703,142284.4314,0,1
366,367441.2314,142300.1022,0,0
366,367462.7553,142281.9973,0,1
367,367438.7599,142297.6239,0,0
367,367440.94,142269.9907,0,1
368,368019.9776,141699.0399,0,0
368,368011.5106,141675.5144,0,1
369,368025.0075,141703.9082,0,0
369,368040.6654,141679.9277,0,1
370,368022.4925,141701.474,0,0
370,368039.0217,141676.8377,0,1
371,368025.0075,141703.9082,0,0
371,368042.3545,141701.9482,0,1
372,367247.3065,141819.1684,0,0
372,367248.6415,141803.6088,0,1
373,368006.7581,141686.7632,0,0
373,368010.0001,141693.1526,0,1
374,368009.9464,141680.5314,0,0
374,368037.3779,141673.7477,0,1
375,368008.3513,141683.6468,0,0
375,368042.3545,141701.9482,0,1
376,368325.4265,140787.6361,0,0
376,368331.1005,140780.3906,0,1
377,368325.4265,140787.6361,0,0
377,368319.5697,140758.648,0,1
378,368322.4943,140788.9175,0,0
378,368316.3711,140758.5566,0,1
379,368322.4943,140788.9175,0,0
379,368298.0454,140776.0213,0,1
380,368330.4047,140769.5339,0,0
380,368315.6673,140790.4542,0,1
381,368330.4694,140766.3345,0,0
381,368319.5697,140758.648,0,1
382,368330.4694,140766.3345,0,0
382,368297.2271,140772.6183,0,1
383,368330.4047,140769.5339,0,0
383,368298.0454,140776.0213,0,1
384,368335.3194,140168.2356,0,0
384,368336.4261,140139.0487,0,1
385,368332.1207,140168.1442,0,0
385,368309.4733,140149.3319,0,1
386,368335.3194,140168.2356,0,0
386,368341.5677,140159.575,0,1
387,367619.8596,140935.953,0,0
387,367611.4421,140925.1588,0,1
388,367620.6779,140939.356,0,0
388,367603.5339,140965.5633,0,1
389,366624.9862,140807.5069,0,0
389,366629.1045,140824.859,0,1
390,366624.9862,140807.5069,0,0
390,366665.4264,140811.4381,0,1
391,366641.3266,140833.3722,0,0
391,366633.8573,140797.9221,0,1
392,366641.3266,140833.3722,0,0
392,366665.4264,140811.4381,0,1
393,367591.9771,140932.4734,0,0
